"island","site","GenSp","final_name"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis","Oligota kauaiensis"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans","Scotorythra arboricolans"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis","Necrobia ruficollis"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias","Agrotis xiphias"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis","Thrips hawaiiensis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"Kauai","Kauai_01","Coccygomimus punicipes","Coccygomimus punicipes"
"Kauai","Kauai_01","Coccygomimus punicipes","Coccygomimus punicipes"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"Kauai","Kauai_01","Trigonidium flelectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus","Nesiomiris seminotatus"
