"island","site","GenSp"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Entomobrya griseoolivata"
"Kauai","Kauai_01","Pseudosinella kalalauensis"
"Kauai","Kauai_01","Pseudosinella kalalauensis"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Thyrocopa usitata"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Oligota kauaiensis"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Scotorythra arboricolans"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Necrobia ruficollis"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Agrotis xiphias"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Thrips hawaiiensis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Psammoechus insularis"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Nabis lolupe"
"Kauai","Kauai_01","Peridroma coniotis"
"Kauai","Kauai_01","Peridroma coniotis"
"Kauai","Kauai_01","Peridroma coniotis"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Cardiocondyla wroughtonii"
"Kauai","Kauai_01","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus"
"Kauai","Kauai_01","Scholastes bimaculatus"
"Kauai","Kauai_01","Coccygomimus punicipes"
"Kauai","Kauai_01","Coccygomimus punicipes"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Carposina viridis"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Cheyletus eruditus"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Nabis blackburni"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Drosophila papaalai"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Friesea oleia"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Heterocrossa plumbeonitida"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Xyleborus vulcanus"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Carposina olivaceonitens"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Trigonidium novena"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Laupala kanaele"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Nesodynerus sandwichensis"
"Kauai","Kauai_01","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata"
"Kauai","Kauai_01","Hypocala deflorata"
"Kauai","Kauai_01","Trigonidium flelectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Trigonidium flectens"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Nesiomiris seminotatus"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Syntormon distortitarsis"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Proterhinus setiger"
"Kauai","Kauai_01","Aedes nocturnus"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Laupala wailua"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Dacnitus currax"
"Kauai","Kauai_01","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata"
"Kauai","Kauai_01","Drosophila ornata"
"Kauai","Kauai_01","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplllex"
"Kauai","Kauai_01","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex"
"Kauai","Kauai_01","Schrankia simplex"
"Kauai","Kauai_01","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis"
"Kauai","Kauai_01","Brontolaemus nudicornis"
"Kauai","Kauai_01","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa"
"Kauai","Kauai_01","Hyposmocoma divisa"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Bembidion munroi brevicolle"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Oliarus kauaiensis"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Hyposmocoma sordidella"
"Kauai","Kauai_01","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater"
"Kauai","Kauai_01","Holcobius frater"
"Kauai","Kauai_01","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi"
"Kauai","Kauai_01","Carulaspis giffardi"
"Kauai","Kauai_01","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis"
"Kauai","Kauai_01","Trigonidium octonalis"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Hemiberlesia rapax"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Decadarchis penicillata"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Tempyra biguttula"
"Kauai","Kauai_01","Spolas delicata"
"Kauai","Kauai_01","Spolas delicata"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Udea calliastra"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
"Kauai","Kauai_01","Disenochus erythropus"
