"GenSp","mass_mg"
"Drosophila anomalipes",20.339341595276
"Odynerus soror",23.8273409543875
"Odynerus soror",63.8271939382552
"Odynerus soror",41.5484205310527
"Coenosia longipes",18.7458004341403
"Coenosia longipes",53.5059706637703
"Coenosia longipes",11.1254148433745
"Scoparia rhombias",2.67700875253644
"Scoparia rhombias",28.8287954564333
"Blackburnia pauma",22.2050725533302
"Blackburnia pauma",19.7005930936254
"Blackburnia pauma",26.127654310785
"Blackburnia pauma",122.557250659824
"Blackburnia pauma",11.8647401960597
"Blackburnia pauma",23.3967556285648
"Blackburnia pauma",59.5254879840744
"Blackburnia pauma",46.626361497339
"Pagiopalus personatus",10.4463009048122
"Pagiopalus personatus",5.16073069383154
"Pagiopalus personatus",17.5903355833309
"Psammochares luctuosus",5.41330217414616
"Blackburnia erythropus",31.9755353389979
"Blackburnia erythropus",22.2178216664437
"Blackburnia erythropus",30.0367416718727
"Forcipomyia brevis",43.2627807765825
"Forcipomyia brevis",6.47588622725626
"Forcipomyia brevis",29.0344620748912
"Forcipomyia brevis",35.1912980068291
"Solierella peckhami",11.1219607454511
"Solierella peckhami",28.1292825948317
"Ethmia nigroapicella",9.93265716881194
"Ethmia nigroapicella",38.0346892464476
"Ethmia nigroapicella",15.8148641426552
"Antrocephalus pertorvus",33.3219923669308
"Antrocephalus pertorvus",19.9048214987332
"Antrocephalus pertorvus",55.1125543740169
"Antrocephalus pertorvus",61.1538696471615
"Antrocephalus pertorvus",27.481107249437
"Antrocephalus pertorvus",22.535562213738
"Nesothoe pluvialis",9.23955693927339
"Nesothoe pluvialis",21.5146379840112
"Nesothoe pluvialis",65.2877172392098
"Nesothoe pluvialis",19.9295613899359
"Nesothoe pluvialis",68.7413833975744
"Nesothoe pluvialis",46.8341896982893
"Nesothoe pluvialis",31.1396731002118
"Nesothoe pluvialis",9.9613563856325
"Chilo suppressalis",10.4634497595335
"Chilo suppressalis",36.4708106198307
"Linepithema humile",38.4608523977512
"Linepithema humile",9.08692476194807
"Linepithema humile",52.3203211925239
"Linepithema humile",14.2502167223145
"Linepithema humile",28.9022137059302
"Hylaeus flavifrons",9.92855405464925
"Hylaeus flavifrons",20.1637127681707
"Hylaeus flavifrons",37.1578293929082
"Laelaps echidnina",30.281845324895
"Laelaps echidnina",40.7526786828422
"Laelaps echidnina",30.7204009744652
"Blackburnia mandibularis",46.5996558390655
"Nipponorthezia guadalcanalia",26.7684773672402
"Nipponorthezia guadalcanalia",28.4094700633381
"Brachystomella parvula",16.7565607214781
"Brachystomella parvula",30.701001374619
"Nesticella mogera",37.7221090318018
"Nesticella mogera",27.9717217775612
"Nesticella mogera",41.9449323831856
"Spolas delicata",24.8062964905172
"Cadrema pallida",42.7028814627648
"Cadrema pallida",16.3006690402928
"Cadrema pallida",11.4973701639065
"Cadrema pallida",47.1740609340001
"Cadrema pallida",50.2655032003952
"Parajapyx isabellae",32.5028096910995
"Chalcomenus costatus",31.6089081985851
"Sitophilus linearis",27.0373736716063
"Aleurocanthus spiniferus",17.1959377088819
"Aleurocanthus spiniferus",34.7037359439892
"Aleurocanthus spiniferus",25.8956104158869
"Hydrophorus pacificus",52.1406516511035
"Hydrophorus pacificus",68.2216077672958
"Aspilota konae",12.0260022921057
"Aspilota konae",17.6907164695752
"Aspilota konae",63.6529891001684
"Aspilota konae",33.0499763926692
"Aspilota konae",20.8817927461747
"Aspilota konae",41.3959120284569
"Aspilota konae",26.7773947828796
"Platyptilia littoralis",15.6486356582679
"Platyptilia littoralis",42.7600403087569
"Platyptilia littoralis",8.02854553435795
"Platyptilia littoralis",23.5545979610111
"Oodemas angustum",7.57143288347221
"Hermetia illucens",86.405356818031
"Hermetia illucens",27.2374622336071
"Colobopyga pritchardiae",50.8657676645763
"Colobopyga pritchardiae",15.1102604607144
"Colobopyga pritchardiae",32.1010690299233
"Nesodynerus deinogaster",9.57549666063231
"Nesodynerus deinogaster",28.8850008338741
"Nesodynerus deinogaster",44.9949696802065
"Nesodynerus deinogaster",46.94815461652
"Nesodynerus deinogaster",22.3291420111601
"Nesodynerus deinogaster",31.7799948687911
"Nesodynerus deinogaster",23.2916396675124
"Cis insularis",30.4873661261857
"Cis insularis",34.4223681138802
"Cis insularis",18.6780705953611
"Xyletobius sykesii",54.4821481396191
"Xyletobius sykesii",76.5963787929568
"Sophonia rufofascia",62.1331883229596
"Sophonia rufofascia",20.5133104720375
"Sophonia rufofascia",13.262050969759
"Sophonia rufofascia",50.6716580777366
"Sophonia rufofascia",16.1720562777671
"Sophonia rufofascia",24.4389609889983
"Sophonia rufofascia",12.7165971249924
"Sophonia rufofascia",36.5160836020196
"Entomobrya multifasciata",21.1389739393844
"Entomobrya multifasciata",41.6755120521446
"Entomobrya multifasciata",6.30905391523758
"Entomobrya multifasciata",14.4918700845132
"Entomobrya multifasciata",56.0248700137817
"Entomobrya multifasciata",39.2393016953287
"Entomobrya multifasciata",13.2668261731426
"Drosophila toxochaeta",38.8897035615681
"Drosophila toxochaeta",20.3434627639696
"Drosophila toxochaeta",29.3338026546716
"Drosophila toxochaeta",23.9239370430453
"Drosophila toxochaeta",14.6784450978413
"Drosophila toxochaeta",24.9864840096186
"Drosophila toxochaeta",45.2388007194659
"Drosophila toxochaeta",23.7439523858565
"Drosophila toxochaeta",33.6771366176339
"Drosophila toxochaeta",41.071432110249
"Drosophila toxochaeta",11.8132129244291
"Drosophila toxochaeta",46.2912399069105
"Thriscothorax laticollis",21.3665274103982
"Leucania euclidias",11.4135403397696
"Leucania euclidias",29.1314367883572
"Leucania euclidias",12.2056134408331
"Leucania euclidias",28.5427512387511
"Lispocephala perflava",54.1480068549701
"Lispocephala perflava",16.4332242940447
"Lispocephala perflava",51.2561288207734
"Lispocephala perflava",63.3323773319535
"Lispocephala perflava",27.8232107180037
"Lispocephala perflava",19.9176582907845
"Diestota parva",30.8607607102012
"Diestota parva",18.7970929796104
"Diestota parva",35.1546258432688
"Diestota parva",2.82840680574649
"Diestota parva",13.3656509848699
"Diestota parva",38.7534791190121
"Diestota parva",34.1866903904824
"Diestota parva",47.7431617287013
"Diestota parva",23.967851341172
"Diestota parva",31.1713887241764
"Scaptomyza nasalis",33.6618157778315
"Scaptomyza nasalis",46.2812088109357
"Paraliancalus metallicus",40.0571786558586
"Thyrocopa decipiens",21.1687035047649
"Ceratitis capitata",46.9425665139351
"Ceratitis capitata",23.3352187820326
"Ceratitis capitata",20.3989767149897
"Ceratitis capitata",15.2605595450669
"Tetranychus neocalidonicus",7.53716439069528
"Tetranychus neocalidonicus",8.27777747231089
"Tetranychus neocalidonicus",66.2881278952782
"Tetranychus neocalidonicus",38.0650501649789
"Tetranychus neocalidonicus",51.1785848154989
"Scoparia rhombias",7.50016911879919
"Scoparia rhombias",26.8387855447766
"Scoparia rhombias",52.7294074239741
"Nesogonia blackburni",26.889794760093
"Dettopsomyia nigrovittata",27.7784883393574
"Dettopsomyia nigrovittata",48.6556383820208
"Dettopsomyia nigrovittata",6.90436552122295
"Dettopsomyia nigrovittata",15.811945375592
"Dettopsomyia nigrovittata",51.9257561191569
"Scaptomyza villosa",55.3502591127833
"Scaptomyza villosa",38.4004968162878
"Scaptomyza villosa",8.97569370626007
"Scaptomyza villosa",16.6607820264393
"Scaptomyza villosa",52.4486211894529
"Plautia stali",35.3101746501921
"Trioza ohiacola",10.0069392602425
"Trioza ohiacola",46.0051274486288
"Dryophthorus squalidus",22.7715917215174
"Xyleborus molokaiensis",24.9187103956869
"Xyleborus molokaiensis",54.4634635863284
"Xyleborus molokaiensis",18.3749159750029
"Xyleborus molokaiensis",11.8725662750317
"Chelopistes meleagridis",41.6449794118165
"Chelopistes meleagridis",23.6422504688482
"Chelopistes meleagridis",48.9468098545284
"Chelopistes meleagridis",28.1756427557065
"Chelopistes meleagridis",26.0448223249856
"Chelopistes meleagridis",23.8036456161362
"Chelopistes meleagridis",49.7713776056206
"Chelopistes meleagridis",52.6315810995705
"Chelopistes meleagridis",3.66877384844111
"Mantua fulvosericea",25.1395390813392
"Solierella peckhami",21.3719898306338
"Solierella peckhami",56.9645951233814
"Solierella peckhami",17.8221741303649
"Solierella peckhami",9.41005514791309
"Mestolobes xanthoscia",37.9077865847099
"Mestolobes xanthoscia",56.616317402524
"Mestolobes xanthoscia",13.4092820376471
"Mestolobes xanthoscia",39.0865188682543
"Hyposmocoma subsericea",41.729976717904
"Nesodynerus microdemas",89.8875825008435
"Nesodynerus microdemas",5.27959824476024
"Nesodynerus microdemas",62.0860522817187
"Triphleps persequens",34.0566855279721
"Triphleps persequens",33.588299638871
"Triphleps persequens",41.2742834974453
"Heterocrossa ferruginea",14.6426571308061
"Heterocrossa ferruginea",9.58898111243652
"Carposina gracillima",1.33424963277896
"Carposina gracillima",29.2443031774095
"Carposina gracillima",22.0234071410751
"Echthromorpha flavoorbitalis",22.3948313770729
"Hyposmocoma tenuipalpis",14.5547858662351
"Hyposmocoma tenuipalpis",29.6145523158919
"Hyposmocoma tenuipalpis",39.7414496729528
"Carpophilus humeralis",44.6281255915647
"Carpophilus humeralis",54.7892950561519
"Carpophilus humeralis",10.1686965068258
"Carpophilus humeralis",5.04771502936749
"Carpophilus humeralis",6.9737436056591
"Carpophilus humeralis",31.942062014091
"Acritus sculptus",49.8600454754227
"Acritus sculptus",36.0036833867719
"Cis cognatissimus",26.1890198619478
"Cis cognatissimus",25.5592747445247
"Cis cognatissimus",50.4231869180573
"Cis cognatissimus",11.6653541159288
"Cis cognatissimus",25.6998716869106
"Cis cognatissimus",39.725127688113
"Cis cognatissimus",52.7559333404473
"Cis cognatissimus",31.1787148732101
"Cis cognatissimus",36.4646020564532
"Gymnodia arcuata",4.22312817447882
"Gymnodia arcuata",17.3763192033037
"Gymnodia arcuata",17.3994834865085
"Gymnodia arcuata",18.6487915987131
"Gymnodia arcuata",12.2146964011935
"Gymnodia arcuata",40.6378484204651
"Gymnodia arcuata",18.9517640105635
"Gymnodia arcuata",30.6930056474383
"Gymnodia arcuata",14.0892280480462
"Gymnodia arcuata",31.9287465843506
"Gymnodia arcuata",26.0507665580626
"Ptycta distinguenda",19.9472372335488
"Ptycta distinguenda",39.275453700955
"Ptycta distinguenda",33.8507991033282
"Ptycta distinguenda",11.5880321303706
"Ptycta distinguenda",57.4551135867049
"Ptycta distinguenda",41.0042986972676
"Ptycta distinguenda",60.5917841102826
"Euborellia eteronoma",67.7881751105271
"Odynerus cephalostictus",65.3004129545135
"Odynerus cephalostictus",44.7394039553967
"Odynerus cephalostictus",48.794429116037
"Blackburnia munroi",64.3107957754187
"Blackburnia munroi",40.2664487339481
"Saldula oahuensis",25.1492393096397
"Saldula oahuensis",19.7888394850297
"Hyposmocoma notabilis",12.5593640371521
"Hyposmocoma notabilis",10.9976647015255
"Hyposmocoma notabilis",42.0590332637609
"Hyposmocoma notabilis",7.31769507027016
"Aphis middletonii",29.515315115261
"Aphis middletonii",13.2293811564029
"Aphis middletonii",44.1759974448939
"Hyposmocoma radiatella",34.1931882562587
"Oliarus neomorai",35.4882285904853
"Mecaphesa junctus",10.979778326152
"Mecaphesa junctus",31.6868296068339
"Proterhinus navita",30.8532707643046
"Proterhinus navita",26.838188903368
"Proterhinus navita",15.6412638055165
"Proterhinus navita",41.4043291510096
"Proterhinus navita",10.2686943502054
"Enicospilus orbitalis",13.755955143818
"Sarcophaga dux",34.9763376247519
"Sarcophaga dux",27.4746293207954
"Sarcophaga dux",17.1714715528204
"Enicospilus bellator",25.5518870862322
"Haplothrips graminis",37.7733728776981
"Haplothrips graminis",6.73036190955353
"Haplothrips graminis",43.0491465561388
"Haplothrips graminis",47.2526251502216
"Haplothrips graminis",46.8058116845198
"Haplothrips graminis",48.4901236351117
"Haplothrips graminis",22.700088175848
"Haplothrips graminis",15.7116203239297
"Haplothrips graminis",12.3570237757525
"Megacerus leucospilus",11.4446117290849
"Megacerus leucospilus",7.66643672131856
"Megacerus leucospilus",27.5926324966495
"Dalotia coriaria",20.9712446700666
"Cirphis unipuncta",39.6925980915669
"Cirphis unipuncta",32.4932341439481
"Cirphis unipuncta",37.7045038349663
"Cirphis unipuncta",67.1364157505177
"Cirphis unipuncta",32.0591964318413
"Cirphis unipuncta",24.7925881924631
"Cirphis unipuncta",17.4842901711445
"Distoleon perjurus",31.2580294049584
"Distoleon perjurus",15.548330185568
"Plagiomerus hospes",29.4684573550756
"Plagiomerus hospes",28.8113261494142
"Plagiomerus hospes",12.773591557481
"Plagiomerus hospes",3.25420736743076
"Plagiomerus hospes",14.0778092699127
"Plagiomerus hospes",24.4542212042969
"Canaceoides hawaiiensis",25.6925437451218
"Platyptilia fuscicornis",33.7071786711529
"Platyptilia fuscicornis",28.9512324324754
"Platyptilia fuscicornis",24.262689499653
"Platyptilia fuscicornis",20.4369465535904
"Platyptilia fuscicornis",66.0964851972146
"Scoparia miantis",28.172039590783
"Scoparia miantis",37.4357937078942
"Hanseniella unguiculata",64.6070099646825
"Scaptomyza semiflava",72.4729183341255
"Scaptomyza semiflava",31.5792002618649
"Bactra straminea",9.62847674080009
"Bactra straminea",57.4157847887822
"Pieris rapae",48.6028160513856
"Pieris rapae",49.8547704764707
"Pieris rapae",21.9243324648315
"Pieris rapae",57.3486218481711
"Pieris rapae",39.7138781601927
"Chrysopa comanche",10.3674670481478
"Chrysopa comanche",20.1826420638358
"Chrysopa comanche",42.7385429697248
"Chrysopa comanche",36.4177469715587
"Chrysopa comanche",12.3623096447537
"Chrysopa comanche",25.048593545547
"Spheterista infaustana",12.6123998076017
"Spheterista infaustana",16.7460797017273
"Nesosydne palustris",57.7505937131138
"Nesosydne palustris",59.9495770095603
"Hyposmocoma argentea",29.7170954342754
"Scaptomyza nasalis",19.766862616122
"Scaptomyza nasalis",10.1734319445327
"Hypergonatopus molokaiensis",26.5324579425275
"Hypergonatopus molokaiensis",59.4768565790477
"Sarona azophila",52.1776126140627
"Nesomimesa nitida",5.11081688522659
"Nesomimesa nitida",31.3301208324549
"Nesomimesa nitida",76.315596033477
"Nesomimesa nitida",22.2238978825229
"Nesomimesa nitida",21.6319195383433
"Nesomimesa nitida",17.0205543515626
"Nesomimesa nitida",21.6270600506548
"Nesomimesa nitida",5.73328858183058
"Nesomimesa nitida",28.8680619978668
"Elmoia multispinosa",14.2414291405745
"Elmoia multispinosa",41.381222729109
"Elmoia multispinosa",73.6018061036422
"Oodemas paludicola",26.648447407388
"Oodemas paludicola",18.0650831714374
"Oodemas paludicola",10.7529847736949
"Oodemas paludicola",51.0616973209856
"Parasarcophaga albiceps",43.1289724155112
"Parasarcophaga albiceps",17.0647920100328
"Parasarcophaga albiceps",18.0302694782619
"Toxoptera aurantii",40.903490117801
"Proterhinus moribundus",50.2040964468703
"Cephalops alienus",48.1931594927852
"Eurynogaster multispinosa",24.7352927783584
"Eurynogaster multispinosa",16.7324245062195
"Eurynogaster multispinosa",16.4736474857247
"Eurynogaster multispinosa",36.9415624364722
"Enicospilus molokaiensis",44.7972075573519
"Enicospilus molokaiensis",16.226372268347
"Enicospilus molokaiensis",28.1410660697831
"Enicospilus molokaiensis",11.4830636637588
"Enicospilus molokaiensis",34.4187191141083
"Hyposmocoma punctiplicata",28.2936419244061
"Hyposmocoma punctiplicata",7.55088533366614
"Hyposmocoma punctiplicata",44.5925064548013
"Hyposmocoma punctiplicata",23.7368812528112
"Hyposmocoma punctiplicata",29.3605836980176
"Hyposmocoma punctiplicata",15.4379690474526
"Hyposmocoma punctiplicata",30.3144422797066
"Omiodes accepta",37.4631482835736
"Musca sorbens",57.4023604290121
"Musca sorbens",15.1991459289809
"Musca sorbens",12.0439560280954
"Musca sorbens",11.7037331512295
"Musca sorbens",102.552176277081
"Musca sorbens",28.4946499620662
"Aeletes similis",7.71203839097478
"Aeletes similis",56.916973075498
"Aeletes similis",22.9342882033223
"Euchromius ocelleus",34.9013373370521
"Euchromius ocelleus",16.4747660724888
"Erionota thrax",52.8413474564665
"Erionota thrax",3.35739264100505
"Erionota thrax",60.5107623957811
"Hydroptila arctia",21.9430881535572
"Hydroptila arctia",31.2949823190449
"Hydroptila arctia",26.0030197416265
"Euodynerus nigripennis",40.4256881147315
"Nesodynerus monobius",26.1978909038259
"Nesodynerus monobius",57.9006373905284
"Nesodynerus monobius",37.7367429787841
"Colpodiscus lucipetens",17.5536169453138
"Colpodiscus lucipetens",35.3718759504268
"Colpodiscus lucipetens",5.3788539958871
"Colpodiscus lucipetens",16.7518254488051
"Colpodiscus lucipetens",58.2905684138422
"Omiodes demaratalis",33.2804577363025
"Omiodes demaratalis",32.3967214124374
"Omiodes demaratalis",18.5481072431169
"Omiodes demaratalis",9.10968372719374
"Omiodes demaratalis",24.9288524634688
"Hyposmocoma fulvida",3.67902717601864
"Hyposmocoma fulvida",53.6407361869055
"Hyposmocoma fulvida",21.8721072803066
"Scoparia zophochlora",35.4348588853865
"Scoparia zophochlora",34.3690858478627
"Scoparia zophochlora",18.8968846869494
"Empicoris whitei",28.3477589719573
"Empicoris whitei",17.1794744924547
"Parandra puncticeps",84.0250636243727
"Parandra puncticeps",10.2550873704424
"Hyposmocoma intermixta",47.5102662383545
"Hyposmocoma quadristriata",60.004313189161
"Hyposmocoma quadristriata",37.262765014629
"Hyposmocoma quadristriata",35.934808730806
"Hyposmocoma quadristriata",49.170096998869
"Hyposmocoma quadristriata",10.6934728815219
"Hyposmocoma quadristriata",21.0120536070288
