"island","site","GenSp"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Nesothoe pluvialis"
"kauai","kauai_01","Chilo suppressalis"
"kauai","kauai_01","Chilo suppressalis"
"kauai","kauai_01","Linepithema humile"
"kauai","kauai_01","Linepithema humile"
"kauai","kauai_01","Linepithema humile"
"kauai","kauai_01","Linepithema humile"
"kauai","kauai_01","Linepithema humile"
"kauai","kauai_01","Hylaeus flavifrons"
"kauai","kauai_01","Hylaeus flavifrons"
"kauai","kauai_01","Hylaeus flavifrons"
"kauai","kauai_01","Laelaps echidnina"
"kauai","kauai_01","Laelaps echidnina"
"kauai","kauai_01","Laelaps echidnina"
"kauai","kauai_01","Blackburnia mandibularis"
"kauai","kauai_01","Nipponorthezia guadalcanalia"
"kauai","kauai_01","Nipponorthezia guadalcanalia"
"kauai","kauai_01","Brachystomella parvula"
"kauai","kauai_01","Brachystomella parvula"
"kauai","kauai_01","Nesticella mogera"
"kauai","kauai_01","Nesticella mogera"
"kauai","kauai_01","Nesticella mogera"
"kauai","kauai_01","Spolas delicata"
"kauai","kauai_01","Cadrema pallida"
"kauai","kauai_01","Cadrema pallida"
"kauai","kauai_01","Cadrema pallida"
"kauai","kauai_01","Cadrema pallida"
"kauai","kauai_01","Cadrema pallida"
"kauai","kauai_01","Parajapyx isabellae"
"kauai","kauai_01","Sitophilus linearis"
"kauai","kauai_01","Aleurocanthus spiniferusis"
"kauai","kauai_01","Aleurocanthus spiniferusis"
"kauai","kauai_01","Aleurocanthus spiniferusis"
"kauai","kauai_01","Hydrophorus pacificus"
"kauai","kauai_01","Hydrophorus pacificus"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Aspilota konae"
"molokai","molokai_01","Platyptilia littoralis"
"molokai","molokai_01","Platyptilia littoralis"
"molokai","molokai_01","Platyptilia littoralis"
"molokai","molokai_01","Platyptilia littoralis"
"molokai","molokai_01","Oodemas angustum"
"molokai","molokai_01","Hermetia illucens"
"molokai","molokai_01","Hermetia illucens"
"molokai","molokai_01","Colobopyga pritchardiae"
"molokai","molokai_01","Colobopyga pritchardiae"
"molokai","molokai_01","Colobopyga pritchardiae"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Nesodynerus deinogaster"
"molokai","molokai_01","Cis insularis"
"molokai","molokai_01","Cis insularis"
"molokai","molokai_01","Cis insularis"
"molokai","molokai_01","Xyletobius sykesii"
"molokai","molokai_01","Xyletobius sykesii"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Sophonia rufofascia"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Entomobrya multifasciata"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Drosophila toxochaeta"
"molokai","molokai_01","Thriscothorax laticollis"
"molokai","molokai_01","Leucania euclidias"
"molokai","molokai_01","Leucania euclidias"
"molokai","molokai_01","Leucania euclidias"
"molokai","molokai_01","Leucania euclidias"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Lispocephala perflava"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Diestota parva"
"molokai","molokai_01","Scaptomyza nasalis"
"molokai","molokai_01","Scaptomyza nasalis"
"molokai","molokai_01","Paraliancalus metallicus"
"molokai","molokai_01","Thyrocopa decipiens"
"molokai","molokai_01","Ceratitis capitata"
"molokai","molokai_01","Ceratitis capitata"
"molokai","molokai_01","Ceratitis capitata"
"molokai","molokai_01","Ceratitis capitata"
"molokai","molokai_01","Tetranychus neocalidonicus"
"molokai","molokai_01","Tetranychus neocalidonicus"
"molokai","molokai_01","Tetranychus neocalidonicus"
"molokai","molokai_01","Tetranychus neocalidonicus"
"molokai","molokai_01","Tetranychus neocalidonicus"
"molokai","molokai_01","Scoparia rhombias"
"molokai","molokai_01","Scoparia rhombias"
"molokai","molokai_01","Scoparia rhombias"
"molokai","molokai_01","Nesogonia blackburni"
"molokai","molokai_01","Dettopsomyia nigrovittata"
"molokai","molokai_01","Dettopsomyia nigrovittata"
"molokai","molokai_01","Dettopsomyia nigrovittata"
"molokai","molokai_01","Dettopsomyia nigrovittata"
"molokai","molokai_01","Dettopsomyia nigrovittata"
"molokai","molokai_01","Scaptomyza villosa"
"molokai","molokai_01","Scaptomyza villosa"
"molokai","molokai_01","Scaptomyza villosa"
"molokai","molokai_01","Scaptomyza villosa"
"molokai","molokai_01","Scaptomyza villosa"
"molokai","molokai_01","Plautia stali"
"molokai","molokai_01","Trioza ohiacola"
"molokai","molokai_01","Trioza ohiacola"
"molokai","molokai_01","Dryophthorus squalidus"
"molokai","molokai_01","Xyleborus molokaiensis"
"molokai","molokai_01","Xyleborus molokaiensis"
"molokai","molokai_01","Xyleborus molokaiensis"
"molokai","molokai_01","Xyleborus molokaiensis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Chelopistes meleagridis"
"molokai","molokai_01","Mantua fulvosericea"
"molokai","molokai_01","Solierella peckhami"
"molokai","molokai_01","Solierella peckhami"
"molokai","molokai_01","Solierella peckhami"
"molokai","molokai_01","Solierella peckhami"
"molokai","molokai_01","Mestolobes xanthoscia"
"molokai","molokai_01","Mestolobes xanthoscia"
"molokai","molokai_01","Mestolobes xanthoscia"
"molokai","molokai_01","Mestolobes xanthoscia"
"molokai","molokai_01","Hyposmocoma subsericea"
"molokai","molokai_01","Nesodynerus microdemas"
"molokai","molokai_01","Nesodynerus microdemas"
"molokai","molokai_01","Nesodynerus microdemas"
"molokai","molokai_01","Triphleps persequens"
"molokai","molokai_01","Triphleps persequens"
"molokai","molokai_01","Triphleps persequens"
"molokai","molokai_01","Heterocrossa ferruginea"
"molokai","molokai_01","Heterocrossa ferruginea"
"molokai","molokai_01","Carposina gracillima"
"molokai","molokai_01","Carposina gracillima"
"molokai","molokai_01","Carposina gracillima"
"molokai","molokai_01","Echthromorpha flavoorbitalis"
"molokai","molokai_01","Hyposmocoma tenuipalpis"
"molokai","molokai_01","Hyposmocoma tenuipalpis"
"molokai","molokai_01","Hyposmocoma tenuipalpis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Carpophilus humeralis"
"molokai","molokai_01","Acritus sculptus"
"molokai","molokai_01","Acritus sculptus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Cis cognatissimus"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Gymnodia arcuata"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Ptycta distinguenda"
"molokai","molokai_01","Euborellia eteronoma"
"molokai","molokai_01","Odynerus cephalostictus"
"molokai","molokai_01","Odynerus cephalostictus"
"molokai","molokai_01","Odynerus cephalostictus"
"molokai","molokai_01","Blackburnia munroi"
"molokai","molokai_01","Blackburnia munroi"
"molokai","molokai_01","Saldula oahuensis"
"molokai","molokai_01","Saldula oahuensis"
"molokai","molokai_01","Hyposmocoma notabilis"
"molokai","molokai_01","Hyposmocoma notabilis"
"molokai","molokai_01","Hyposmocoma notabilis"
"molokai","molokai_01","Hyposmocoma notabilis"
"molokai","molokai_01","Aphis middletonii"
"molokai","molokai_01","Aphis middletonii"
"molokai","molokai_01","Aphis middletonii"
"molokai","molokai_01","Hyposmocoma radiatella"
"molokai","molokai_01","Oliarus neomorai"
"molokai","molokai_01","Mecaphesa junctus"
"molokai","molokai_01","Mecaphesa junctus"
"molokai","molokai_01","Proterhinus navita"
"molokai","molokai_01","Proterhinus navita"
"molokai","molokai_01","Proterhinus navita"
"molokai","molokai_01","Proterhinus navita"
"molokai","molokai_01","Proterhinus navita"
"molokai","molokai_01","Enicospilus orbitalis"
"molokai","molokai_01","Sarcophaga dux"
"molokai","molokai_01","Sarcophaga dux"
"molokai","molokai_01","Sarcophaga dux"
"molokai","molokai_01","Enicospilus bellator"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Haplothrips graminis"
"molokai","molokai_01","Megacerus leucospilus"
"molokai","molokai_01","Megacerus leucospilus"
"molokai","molokai_01","Megacerus leucospilus"
"molokai","molokai_01","Dalotia coriaria"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Cirphis unipuncta"
"molokai","molokai_01","Distoleon perjurus"
"molokai","molokai_01","Distoleon perjurus"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Plagiomerus hospes"
"molokai","molokai_01","Canaceoides hawaiiensis"
"molokai","molokai_01","Platyptilia fuscicornis"
"molokai","molokai_01","Platyptilia fuscicornis"
"molokai","molokai_01","Platyptilia fuscicornis"
"molokai","molokai_01","Platyptilia fuscicornis"
"molokai","molokai_01","Platyptilia fuscicornis"
"molokai","molokai_01","Scoparia miantis"
"molokai","molokai_01","Scoparia miantis"
"molokai","molokai_01","Hanseniella unguiculata"
"molokai","molokai_01","Scaptomyza semiflava"
"molokai","molokai_01","Scaptomyza semiflava"
"molokai","molokai_01","Bactra straminea"
"molokai","molokai_01","Bactra straminea"
"molokai","molokai_01","Pieris rapae"
"molokai","molokai_01","Pieris rapae"
"molokai","molokai_01","Pieris rapae"
"molokai","molokai_01","Pieris rapae"
"molokai","molokai_01","Pieris rapae"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Chrysopa comanche"
"molokai","molokai_01","Spheterista infaustana"
"molokai","molokai_01","Spheterista infaustana"
"molokai","molokai_01","Nesosydne palustris"
"molokai","molokai_01","Nesosydne palustris"
"molokai","molokai_01","Hyposmocoma argentea"
"molokai","molokai_01","Scaptomyza nasalis"
