"","island","site","GenSp","final_name"
"148","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"149","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"150","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"151","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"152","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"153","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"154","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"155","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"156","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"157","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"158","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"159","Kauai","Kauai_01","Psammoechus insularis","Psammoechus insularis"
"160","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"161","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"162","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"163","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"164","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"165","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"166","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"167","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"168","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"169","Kauai","Kauai_01","Nabis lolupe","Nabis lolupe"
"170","Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"171","Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"172","Kauai","Kauai_01","Peridroma coniotis","Peridroma coniotis"
"173","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"174","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"175","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"176","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"177","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"178","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"179","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"180","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"181","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"182","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"183","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"184","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"185","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"186","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"187","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"188","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"189","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"190","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"191","Kauai","Kauai_01","Cardiocondyla wroughtonii","Cardiocondyla wroughtonii"
"192","Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"193","Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"194","Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"195","Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"196","Kauai","Kauai_01","Scholastes bimaculatus","Scholastes bimaculatus"
"197","Kauai","Kauai_01","Coccygomimus punicipes","Coccygomimus punicipes"
"198","Kauai","Kauai_01","Coccygomimus punicipes","Coccygomimus punicipes"
"199","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"200","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"201","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"202","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"203","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"204","Kauai","Kauai_01","Carposina viridis","Carposina viridis"
"205","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"206","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"207","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"208","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"209","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"210","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"211","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"212","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"213","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"214","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"215","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"216","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"217","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"218","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"219","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"220","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"221","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"222","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"223","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"224","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"225","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"226","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"227","Kauai","Kauai_01","Cheyletus eruditus","Cheyletus eruditus"
"228","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"229","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"230","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"231","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"232","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"233","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"234","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"235","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"236","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"237","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"238","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"239","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"240","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"241","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"242","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"243","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"244","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"245","Kauai","Kauai_01","Nabis blackburni","Nabis blackburni"
"246","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"247","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"248","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"249","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"250","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"251","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"252","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"253","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"254","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"255","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"256","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"257","Kauai","Kauai_01","Drosophila papaalai","Drosophila papaalai"
"258","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"259","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"260","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"261","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"262","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"263","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"264","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"265","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"266","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"267","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"268","Kauai","Kauai_01","Friesea oleia","Friesea oleia"
"269","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"270","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"271","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"272","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"273","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"274","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"275","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"276","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"277","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"278","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"279","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"280","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"281","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"282","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"283","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"284","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"285","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"286","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"287","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"288","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"289","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"290","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"291","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"292","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"293","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"294","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"295","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"296","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"297","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"298","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"299","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"300","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"301","Kauai","Kauai_01","Heterocrossa plumbeonitida","Heterocrossa plumbeonitida"
"302","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"303","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"304","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"305","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"306","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"307","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"308","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"309","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"310","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"311","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"312","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"313","Kauai","Kauai_01","Xyleborus vulcanus","Xyleborus vulcanus"
"314","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"315","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"316","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"317","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"318","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"319","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"320","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"321","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"322","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"323","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"324","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"325","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"326","Kauai","Kauai_01","Carposina olivaceonitens","Carposina olivaceonitens"
"327","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"328","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"329","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"330","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"331","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"332","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"333","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"334","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"335","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"336","Kauai","Kauai_01","Trigonidium novena","Trigonidium novena"
"337","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"338","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"339","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"340","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"341","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"342","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"343","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"344","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"345","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"346","Kauai","Kauai_01","Laupala kanaele","Laupala kanaele"
"347","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"348","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"349","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"350","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"351","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"352","Kauai","Kauai_01","Nesodynerus sandwichensis","Nesodynerus sandwichensis"
"353","Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"354","Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"355","Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"356","Kauai","Kauai_01","Hypocala deflorata","Hypocala deflorata"
"357","Kauai","Kauai_01","Trigonidium flelectens","Trigonidium flectens"
"358","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"359","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"360","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"361","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"362","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"363","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
"364","Kauai","Kauai_01","Trigonidium flectens","Trigonidium flectens"
